ticker,name,type,exchange,currency,sector,universe,asset_class
BOL.AX,Boom Logistics Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
BOQ.AX,Bank Of Queensland Limited.,equity,Australia,AUD,Financials,asx_listed,Equities
BOT.AX,Botanix Pharmaceuticals Ltd,equity,Australia,AUD,Health Care,asx_listed,Equities
BP8DF.AX,Bph Global Ltd,equity,Australia,AUD,Health Care,asx_listed,Equities
BPG.AX,Black Pearl Group Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
BPH.AX,Bph Energy Ltd,equity,Australia,AUD,Financials,asx_listed,Equities
BPM.AX,Bpm Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
BPP.AX,Babylon Pump & Power Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
BPT.AX,Beach Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
BRE.AX,Brazilian Rare Earths Limited,equity,Australia,AUD,Materials,asx_listed,Equities
BRG.AX,Breville Group Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
BRI.AX,Big River Industries Limited,equity,Australia,AUD,Materials,asx_listed,Equities
BRK.AX,Brookside Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
BRL.AX,Bathurst Resources Limited.,equity,Australia,AUD,Materials,asx_listed,Equities
BRN.AX,Brainchip Holdings Ltd,equity,Australia,AUD,Information Technology,asx_listed,Equities
BRU.AX,Buru Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
BRY.AX,Barys Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
BSA.AX,Bsa Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
BSL.AX,Bluescope Steel Limited,equity,Australia,AUD,Materials,asx_listed,Equities
BSN.AX,Basin Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
BSR.AX,Bison Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
BST.AX,Boresight Ltd,equity,Australia,AUD,Industrials,asx_listed,Equities
BSX.AX,Blackstone Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
BTC.AX,Btc Health Ltd,equity,Australia,AUD,,asx_listed,Equities
BTE.AX,Botala Energy Ltd,equity,Australia,AUD,Energy,asx_listed,Equities
BTI.AX,Bailador Technology Investments Limited,equity,Australia,AUD,Financials,asx_listed,Equities
BTL.AX,Beetaloo Energy Australia Limited,equity,Australia,AUD,Energy,asx_listed,Equities
BTM.AX,Breakthrough Minerals Limited,equity,Australia,AUD,Energy,asx_listed,Equities
BTN.AX,Butn Limited,equity,Australia,AUD,Financials,asx_listed,Equities
BTR.AX,Brightstar Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
BUB.AX,Bubs Australia Limited,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
BUR.AX,Burley Minerals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
BUS.AX,Bubalus Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
BUX.AX,Buxton Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
BUY.AX,Bounty Oil & Gas Nl,equity,Australia,AUD,Energy,asx_listed,Equities
BVR.AX,Bellavista Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
BVS.AX,Bravura Solutions Limited.,equity,Australia,AUD,Information Technology,asx_listed,Equities
BWF.AX,Blackwall Limited,equity,Australia,AUD,Financials,asx_listed,Equities
BWN.AX,Bhagwan Marine Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
BWP.AX,Bwp Group,equity,Australia,AUD,Real Estate,asx_listed,Equities
BXB.AX,Brambles Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
C29.AX,C29 Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
C79.AX,Chrysos Corporation Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
C7A.AX,Clara Resources Australia Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
CAA.AX,Capral Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CAE.AX,Cannindah Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CAF.AX,Centrepoint Alliance Limited,equity,Australia,AUD,Financials,asx_listed,Equities
CAM.AX,Clime Capital Limited,equity,Australia,AUD,,asx_listed,Equities
CAN.AX,Cann Group Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CAQ.AX,Caq Holdings Limited,equity,Australia,AUD,Real Estate,asx_listed,Equities
CAR.AX,Car Group Limited,equity,Australia,AUD,Communication Services,asx_listed,Equities
CAT.AX,Catapult Sports Ltd,equity,Australia,AUD,Information Technology,asx_listed,Equities
CAV.AX,Carnavale Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CAY.AX,Canyon Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CAZ.AX,Cazaly Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CBA.AX,Commonwealth Bank Of Australia.,equity,Australia,AUD,Financials,asx_listed,Equities
CBE.AX,Cobre Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CBL.AX,Control Bionics Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CBO.AX,Cobram Estate Olives Limited,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
CBY.AX,Canterbury Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CC5.AX,Clever Culture Systems Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CC9.AX,Chariot Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
CCA.AX,Change Financial Limited,equity,Australia,AUD,Financials,asx_listed,Equities
CCE.AX,Carnegie Clean Energy Limited,equity,Australia,AUD,Utilities,asx_listed,Equities
CCG.AX,Comms Group Ltd,equity,Australia,AUD,Communication Services,asx_listed,Equities
CCL.AX,Cuscal Limited,equity,Australia,AUD,Financials,asx_listed,Equities
CCM.AX,Cadoux Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CCO.AX,The Calmer Co International Limited,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
CCP.AX,Credit Corp Group Limited,equity,Australia,AUD,Financials,asx_listed,Equities
CCR.AX,Credit Clear Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
CCV.AX,Cash Converters International,equity,Australia,AUD,Financials,asx_listed,Equities
CCX.AX,City Chic Collective Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
CD1.AX,Cd Private Equity Fund I,equity,Australia,AUD,,asx_listed,Equities
CD2.AX,Cd Private Equity Fund Ii,equity,Australia,AUD,,asx_listed,Equities
CD3.AX,Cd Private Equity Fund Iii,equity,Australia,AUD,,asx_listed,Equities
CDA.AX,Codan Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
CDE.AX,Codeifai Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
CDM.AX,Cadence Capital Limited,equity,Australia,AUD,,asx_listed,Equities
CDO.AX,Cadence Opportunities Fund Limited.,equity,Australia,AUD,,asx_listed,Equities
CDP.AX,Carindale Property Trust,equity,Australia,AUD,Real Estate,asx_listed,Equities
CDR.AX,Codrus Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CDT.AX,Castle Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CEH.AX,Coast Entertainment Holdings Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
CEL.AX,Challenger Gold Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CEN.AX,Contact Energy Limited,equity,Australia,AUD,Utilities,asx_listed,Equities
CF1.AX,Complii Fintech Solutions Ltd,equity,Australia,AUD,Information Technology,asx_listed,Equities
CG1.AX,Carbonxt Group Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CGF.AX,Challenger Limited,equity,Australia,AUD,Financials,asx_listed,Equities
CGO.AX,Cpt Global Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
CGR.AX,Cgn Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CGS.AX,Cogstate Ltd,equity,Australia,AUD,Health Care,asx_listed,Equities
CHC.AX,Charter Hall Group,equity,Australia,AUD,Real Estate,asx_listed,Equities
CHI.AX,Channel Infrastructure Nz Limited,equity,Australia,AUD,Energy,asx_listed,Equities
CHL.AX,Camplify Holdings Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
CHM.AX,Chimeric Therapeutics Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CHN.AX,Chalice Mining Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CHR.AX,Charger Metals Nl,equity,Australia,AUD,Materials,asx_listed,Equities
CHRCB.AX,Charger Metals Nl,equity,Australia,AUD,Materials,asx_listed,Equities
CHW.AX,Chilwa Minerals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
CIA.AX,Champion Iron Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CIN.AX,Carlton Investments Limited,equity,Australia,AUD,,asx_listed,Equities
CIP.AX,Centuria Industrial Reit,equity,Australia,AUD,Real Estate,asx_listed,Equities
CIW.AX,Clime Investment Management Ltd,equity,Australia,AUD,Financials,asx_listed,Equities
CKA.AX,Cokal Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CKF.AX,Collins Foods Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
CLA.AX,Celsius Resources Limited.,equity,Australia,AUD,Materials,asx_listed,Equities
CLG.AX,Close The Loop Ltd.,equity,Australia,AUD,Industrials,asx_listed,Equities
CLU.AX,Cluey Ltd,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
CLV.AX,Clover Corporation Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CLW.AX,Charter Hall Long Wale Reit,equity,Australia,AUD,Real Estate,asx_listed,Equities
CLX.AX,Cti Logistics Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
CLZ.AX,Classic Minerals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
CMA.AX,Carma Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
CMB.AX,Cambium Bio Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CMD.AX,Cassius Mining Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CMG.AX,Critical Minerals Group Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CML.AX,Connected Minerals Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
CMM.AX,Capricorn Metals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
CMO.AX,Cosmo Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CMP.AX,Compumedics Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CMW.AX,Cromwell Property Group,equity,Australia,AUD,Real Estate,asx_listed,Equities
CMX.AX,Chemx Materials Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CNB.AX,Carnaby Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CND.AX,Condor Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
CNI.AX,Centuria Capital Group,equity,Australia,AUD,Real Estate,asx_listed,Equities
CNJ.AX,Conico Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
CNQ.AX,Clean Teq Water Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
CNU.AX,Chorus Limited,equity,Australia,AUD,Communication Services,asx_listed,Equities
COB.AX,Cobalt Blue Holdings Limited,equity,Australia,AUD,Materials,asx_listed,Equities
COD.AX,Coda Minerals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
COF.AX,Centuria Office Reit,equity,Australia,AUD,Real Estate,asx_listed,Equities
COG.AX,Cog Financial Services Limited,equity,Australia,AUD,Financials,asx_listed,Equities
COH.AX,Cochlear Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
COI.AX,Comet Ridge Limited,equity,Australia,AUD,Energy,asx_listed,Equities
COL.AX,Coles Group Limited.,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
COS.AX,Cosol Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
COV.AX,Cleo Diagnostics Ltd,equity,Australia,AUD,Health Care,asx_listed,Equities
COY.AX,Coppermoly Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CP8.AX,Canadian Phosphate Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CPM.AX,Cooper Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CPN.AX,Caspin Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CPO.AX,Culpeo Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CPU.AX,Computershare Limited.,equity,Australia,AUD,Industrials,asx_listed,Equities
CPV.AX,Clearvue Technologies Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
CQE.AX,Charter Hall Social Infrastructure Reit,equity,Australia,AUD,Real Estate,asx_listed,Equities
CQR.AX,Charter Hall Retail Reit,equity,Australia,AUD,Real Estate,asx_listed,Equities
CQT.AX,Conneqt Health Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CR1.AX,Constellation Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CR3.AX,Core Energy Minerals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
CRB.AX,Carbine Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CRD.AX,Conrad Asia Energy Ltd.,equity,Australia,AUD,Energy,asx_listed,Equities
CRI.AX,Critica Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CRN.AX,Coronado Global Resources Inc.,equity,Australia,AUD,Materials,asx_listed,Equities
CRR.AX,Critical Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CRS.AX,Caprice Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
CSC.AX,Capstone Copper Corp.,equity,Australia,AUD,Materials,asx_listed,Equities
CSL.AX,Csl Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CST.AX,Castile Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
CSX.AX,Cleanspace Holdings Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CT1.AX,Constellation Technologies Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
CTD.AX,Corporate Travel Management Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
CTE.AX,Cryosite Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CTM.AX,Centaurus Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CTN.AX,Catalina Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
CTO.AX,Citigold Corporation Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CTP.AX,Central Petroleum Limited,equity,Australia,AUD,Energy,asx_listed,Equities
CTQ.AX,Careteq Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CTS.AX,Ceretas Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CTT.AX,Cettire Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
CU6.AX,Clarity Pharmaceuticals Ltd,equity,Australia,AUD,Health Care,asx_listed,Equities
CUE.AX,Cue Energy Resources Limited,equity,Australia,AUD,Energy,asx_listed,Equities
CUF.AX,Cufe Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
CUL.AX,Cullen Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CUP.AX,Count Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
CUV.AX,Clinuvel Pharmaceuticals Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CVB.AX,Curvebeam Ai Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CVC.AX,Cvc Limited,equity,Australia,AUD,Financials,asx_listed,Equities
CVL.AX,Civmec Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
CVN.AX,Carnarvon Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
CVR.AX,Cavalier Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CVV.AX,Caravel Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CWP.AX,Cedar Woods Properties Limited,equity,Australia,AUD,Real Estate,asx_listed,Equities
CWY.AX,Cleanaway Waste Management Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
CXL.AX,Calix Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CXO.AX,Core Lithium Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
CXU.AX,Cauldron Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
CXZ.AX,Connexion Mobility Ltd,equity,Australia,AUD,Information Technology,asx_listed,Equities
CY5.AX,Cygnus Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CYB.AX,Aucyber Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
CYC.AX,Cyclopharm Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CYG.AX,Coventry Group Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
CYL.AX,Catalyst Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CYM.AX,Cyprium Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CYP.AX,Cynata Therapeutics Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CYQ.AX,Cycliq Group Ltd,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
CYV.AX,Ceryvyn Therapeutics Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
CZN.AX,Corazon Mining Limited,equity,Australia,AUD,Materials,asx_listed,Equities
CZR.AX,Czr Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
D3E.AX,D3 Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
DAF.AX,Discovery Alaska Limited,equity,Australia,AUD,Materials,asx_listed,Equities
DAI.AX,Decidr Ai Industries Ltd,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
DAL.AX,Dalaroo Metals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
DBF.AX,Duxton Farms Ltd,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
DBI.AX,Dalrymple Bay Infrastructure Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
DBO.AX,Diablo Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
DCC.AX,Digitalx Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
DDR.AX,Dicker Data Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
DDT.AX,Datadot Technology Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
DEL.AX,Delorean Corporation Limited,equity,Australia,AUD,Utilities,asx_listed,Equities
DEM.AX,De.Mem Limited,equity,Australia,AUD,Utilities,asx_listed,Equities
DES.AX,Desoto Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
DEV.AX,Devex Resources Limited,equity,Australia,AUD,Energy,asx_listed,Equities
DGH.AX,Desane Group Holdings Limited,equity,Australia,AUD,Real Estate,asx_listed,Equities
DGL.AX,Dgl Group Limited,equity,Australia,AUD,Materials,asx_listed,Equities
DGR.AX,Dgr Global Limited,equity,Australia,AUD,Materials,asx_listed,Equities
DGT.AX,Digico Infrastructure Reit,equity,Australia,AUD,,asx_listed,Equities
DJW.AX,Djerriwarrh Investments Limited,equity,Australia,AUD,,asx_listed,Equities
DKM.AX,Duketon Mining Limited,equity,Australia,AUD,Materials,asx_listed,Equities
DLI.AX,Delta Lithium Limited,equity,Australia,AUD,Materials,asx_listed,Equities
DLY.AX,Daly Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
DM1.AX,Desert Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
DME.AX,Dome Gold Mines Limited,equity,Australia,AUD,Materials,asx_listed,Equities
DMP.AX,Domino'S Pizza Enterprises Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
DN1.AX,Dominion Income Trust 1,equity,Australia,AUD,,asx_listed,Equities
DNL.AX,Dyno Nobel Limited.,equity,Australia,AUD,Materials,asx_listed,Equities
DOC.AX,Doctor Care Anywhere Group Plc,equity,Australia,AUD,Health Care,asx_listed,Equities
DOW.AX,Downer Edi Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
DPM.AX,Dpm Metals Inc.,equity,Australia,AUD,Materials,asx_listed,Equities
DRE.AX,Dreadnought Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
DRO.AX,Droneshield Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
DRR.AX,Deterra Royalties Limited,equity,Australia,AUD,Materials,asx_listed,Equities
DRX.AX,Diatreme Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
DSK.AX,Dusk Group Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
DSM.AX,Desert Minerals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
DTL.AX,Data#3 Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
DTM.AX,Dart Mining Nl,equity,Australia,AUD,Materials,asx_listed,Equities
DTR.AX,Dateline Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
DTZ.AX,Dotz Nano Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
DUB.AX,Dubber Corporation Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
DUG.AX,Dug Technology Ltd,equity,Australia,AUD,Information Technology,asx_listed,Equities
DUN.AX,Dundas Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
DUR.AX,Duratec Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
DVL.AX,Dorsavi Ltd,equity,Australia,AUD,Health Care,asx_listed,Equities
DVP.AX,Develop Global Limited,equity,Australia,AUD,Materials,asx_listed,Equities
DWG.AX,Dataworks Group Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
DXB.AX,Dimerix Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
DXC.AX,Dexus Convenience Retail Reit,equity,Australia,AUD,Real Estate,asx_listed,Equities
DXI.AX,Dexus Industria Reit.,equity,Australia,AUD,Real Estate,asx_listed,Equities
DXN.AX,Dxn Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
DXS.AX,Dexus,equity,Australia,AUD,Real Estate,asx_listed,Equities
DYL.AX,Deep Yellow Limited,equity,Australia,AUD,Energy,asx_listed,Equities
DYM.AX,Dynamic Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
E25.AX,Element 25 Limited,equity,Australia,AUD,Materials,asx_listed,Equities
E79.AX,E79 Gold Mines Limited,equity,Australia,AUD,Materials,asx_listed,Equities
EAU.AX,Eau Lithium Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
EAX.AX,Energy Action Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
EBO.AX,Ebos Group Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
EBR.AX,Ebr Systems Inc.,equity,Australia,AUD,Health Care,asx_listed,Equities
ECH.AX,Echelon Resources Limited,equity,Australia,AUD,Energy,asx_listed,Equities
ECL.AX,Excelsior Capital Ltd,equity,Australia,AUD,Industrials,asx_listed,Equities
ECP.AX,Ecp Emerging Growth Limited,equity,Australia,AUD,,asx_listed,Equities
ECS.AX,Ecs Botanics Holdings Ltd,equity,Australia,AUD,Health Care,asx_listed,Equities
ECT.AX,Environmental Clean Technologies Limited.,equity,Australia,AUD,Industrials,asx_listed,Equities
EDE.AX,Eden Innovations Ltd,equity,Australia,AUD,Energy,asx_listed,Equities
EDU.AX,Edu Holdings Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
EDV.AX,Endeavour Group Limited,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
EE1.AX,Earths Energy Limited,equity,Australia,AUD,Materials,asx_listed,Equities
EF2.AX,Energy Fuels Inc.,equity,Australia,AUD,,asx_listed,Equities
EFE.AX,Eastern Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
EFR.AX,Everflow Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
EG1.AX,Evergold Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
EGA.AX,Eastern Gas Corporation Limited,equity,Australia,AUD,Energy,asx_listed,Equities
EGG.AX,Enero Group Limited,equity,Australia,AUD,Communication Services,asx_listed,Equities
EGH.AX,Eureka Group Holdings Limited,equity,Australia,AUD,Real Estate,asx_listed,Equities
EGL.AX,Environmental Group Limited (The),equity,Australia,AUD,Industrials,asx_listed,Equities
EGR.AX,Ecograf Limited,equity,Australia,AUD,Materials,asx_listed,Equities
EGY.AX,Energy Technologies Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
EHL.AX,Emeco Holdings Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
EIQ.AX,Echoiq Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
EL8.AX,Elevate Uranium Ltd,equity,Australia,AUD,Energy,asx_listed,Equities
ELD.AX,Elders Limited,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
ELK.AX,Elk Range Mining Limited,equity,Australia,AUD,Materials,asx_listed,Equities
ELS.AX,Elsight Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
ELT.AX,Elementos Limited,equity,Australia,AUD,Materials,asx_listed,Equities
ELV.AX,Elevra Lithium Limited,equity,Australia,AUD,Materials,asx_listed,Equities
EM2.AX,Eagle Mountain Mining Limited,equity,Australia,AUD,Materials,asx_listed,Equities
EM3.AX,Emc Gold Corporation,equity,Australia,AUD,Materials,asx_listed,Equities
EMA.AX,Eminence Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
EMB.AX,Embelton Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
EMC.AX,Everest Metals Corporation Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
EMD.AX,Emyria Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
EME.AX,Energy Metals Ltd,equity,Australia,AUD,Energy,asx_listed,Equities
EMH.AX,European Metals Holdings Limited,equity,Australia,AUD,Materials,asx_listed,Equities
EML.AX,Eml Payments Limited,equity,Australia,AUD,Financials,asx_listed,Equities
EMN.AX,Euro Manganese Inc,equity,Australia,AUD,Materials,asx_listed,Equities
EMP.AX,Emperor Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
EMR.AX,Emerald Resources Nl,equity,Australia,AUD,Materials,asx_listed,Equities
EMT.AX,Emetals Limited,equity,Australia,AUD,,asx_listed,Equities
EMU.AX,Emu Nl,equity,Australia,AUD,Materials,asx_listed,Equities
EMUCA.AX,Emu Nl,equity,Australia,AUD,Materials,asx_listed,Equities
EMV.AX,Emvision Medical Devices Ltd,equity,Australia,AUD,Health Care,asx_listed,Equities
ENLDB.AX,Enlitic Inc.,equity,Australia,AUD,Health Care,asx_listed,Equities
ENP.AX,Entropy Neurodynamics Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
ENR.AX,Encounter Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
ENT.AX,Enterprise Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
ENV.AX,Enova Mining Limited,equity,Australia,AUD,Materials,asx_listed,Equities
EOL.AX,Energy One Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
EOS.AX,Electro Optic Systems Holdings Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
EPI.AX,Epiminder Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
EPM.AX,Eclipse Metals Limited.,equity,Australia,AUD,Energy,asx_listed,Equities
EPN.AX,Epsilon Healthcare Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
EPX.AX,Epx Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
EPY.AX,Earlypay Ltd,equity,Australia,AUD,Financials,asx_listed,Equities
EQR.AX,Eq Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
EQT.AX,Eqt Holdings Limited,equity,Australia,AUD,Financials,asx_listed,Equities
EQU.AX,Equus Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
