ticker,name,type,exchange,currency,sector,universe,asset_class
EQX.AX,Equatorial Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
ERA.AX,Energy Resources Of Australia Limited,equity,Australia,AUD,Energy,asx_listed,Equities
ERD.AX,Eroad Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
ERE.AX,European Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
ERG.AX,Eneco Refresh Ltd,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
ERL.AX,Empire Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
ESK.AX,Etherstack Plc,equity,Australia,AUD,Information Technology,asx_listed,Equities
ESR.AX,Estrella Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
ETM.AX,Energy Transition Minerals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
EUR.AX,European Lithium Limited,equity,Australia,AUD,Materials,asx_listed,Equities
EV1.AX,Evolution Energy Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
EV8.AX,Everlast Minerals Ltd.,equity,Australia,AUD,Materials,asx_listed,Equities
EVE.AX,Eve Health Group Limited.,equity,Australia,AUD,Financials,asx_listed,Equities
EVG.AX,Evion Group Nl,equity,Australia,AUD,Materials,asx_listed,Equities
EVN.AX,Evolution Mining Limited,equity,Australia,AUD,Materials,asx_listed,Equities
EVO.AX,Embark Early Education Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
EVR.AX,Ev Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
EVT.AX,Evt Limited,equity,Australia,AUD,Communication Services,asx_listed,Equities
EVZ.AX,Evz Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
EWC.AX,Energy World Corporation Ltd,equity,Australia,AUD,Utilities,asx_listed,Equities
EXL.AX,Elixinol Wellness Limited,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
EXP.AX,Experience Co Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
EXR.AX,Elixir Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
EXT.AX,Excite Technology Services Ltd,equity,Australia,AUD,Information Technology,asx_listed,Equities
EYE.AX,Nova Eye Medical Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
EZL.AX,Euroz Hartleys Group Limited,equity,Australia,AUD,Financials,asx_listed,Equities
EZZ.AX,Ezz Life Science Holdings Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
FAL.AX,Falcon Metals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
FAR.AX,Far Limited,equity,Australia,AUD,Energy,asx_listed,Equities
FAU.AX,First Au Limited,equity,Australia,AUD,Materials,asx_listed,Equities
FBR.AX,Fbr Ltd,equity,Australia,AUD,Industrials,asx_listed,Equities
FBU.AX,Fletcher Building Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
FCG.AX,Freedom Care Group Holdings Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
FCL.AX,Fineos Corporation Holdings Plc,equity,Australia,AUD,Information Technology,asx_listed,Equities
FCT.AX,Firstwave Cloud Technology Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
FDC.AX,Fdc Consolidated Holdings Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
FDR.AX,Finder Energy Holdings Limited,equity,Australia,AUD,Energy,asx_listed,Equities
FDV.AX,Frontier Digital Ventures Limited,equity,Australia,AUD,Communication Services,asx_listed,Equities
FEG.AX,Far East Gold Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
FEL.AX,Forte Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
FEX.AX,Fenix Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
FFG.AX,Fatfish Group Limited,equity,Australia,AUD,Financials,asx_listed,Equities
FFI.AX,Ffi Holdings Limited,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
FFM.AX,Firefly Metals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
FG1.AX,Flynn Gold Limited,equity,Australia,AUD,Materials,asx_listed,Equities
FGG.AX,Future Generation Global Limited,equity,Australia,AUD,,asx_listed,Equities
FGH.AX,Foresta Group Holdings Limited,equity,Australia,AUD,Materials,asx_listed,Equities
FGR.AX,First Graphene Limited,equity,Australia,AUD,Materials,asx_listed,Equities
FGX.AX,Future Generation Australia Limited,equity,Australia,AUD,,asx_listed,Equities
FHE.AX,Frontier Energy Limited,equity,Australia,AUD,Materials,asx_listed,Equities
FHS.AX,Freehill Mining Limited.,equity,Australia,AUD,Materials,asx_listed,Equities
FID.AX,Fiducian Group Limited,equity,Australia,AUD,Financials,asx_listed,Equities
FIN.AX,Fin Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
FL1.AX,First Lithium Limited,equity,Australia,AUD,Materials,asx_listed,Equities
FLC.AX,Fluence Corporation Limited,equity,Australia,AUD,Utilities,asx_listed,Equities
FLG.AX,Flagship Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
FLN.AX,Freelancer Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
FLT.AX,Flight Centre Travel Group Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
FLX.AX,Felix Group Holdings Ltd,equity,Australia,AUD,Information Technology,asx_listed,Equities
FME.AX,Future Metals Nl,equity,Australia,AUD,Energy,asx_listed,Equities
FMG.AX,Fortescue Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
FML.AX,Focus Minerals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
FMN.AX,Famien Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
FMR.AX,Fmr Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
FND.AX,Findi Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
FNR.AX,Far Northern Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
FNX.AX,Finexia Financial Group Limited,equity,Australia,AUD,Financials,asx_listed,Equities
FOS.AX,Fos Capital Ltd,equity,Australia,AUD,Industrials,asx_listed,Equities
FPC.AX,Fat Prophets Global Contrarian Fund Ltd,equity,Australia,AUD,,asx_listed,Equities
FPH.AX,Fisher & Paykel Healthcare Corporation Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
FPR.AX,Fleetpartners Group Limited,equity,Australia,AUD,Financials,asx_listed,Equities
FRB.AX,Firebird Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
FRE.AX,Firebrick Pharma Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
FRI.AX,Finbar Group Limited,equity,Australia,AUD,Real Estate,asx_listed,Equities
FRM.AX,Farm Pride Foods Limited,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
FRS.AX,Forrestania Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
FRW.AX,Freightways Group Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
FRX.AX,Flexiroam Limited,equity,Australia,AUD,Communication Services,asx_listed,Equities
FSA.AX,Fsa Group Limited,equity,Australia,AUD,Financials,asx_listed,Equities
FSI.AX,Flagship Investments Limited,equity,Australia,AUD,,asx_listed,Equities
FTI.AX,Fortifai Ltd,equity,Australia,AUD,Communication Services,asx_listed,Equities
FUL.AX,Fulcrum Lithium Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
FUN.AX,Fortuna Metals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
FWD.AX,Fleetwood Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
FXG.AX,Felix Gold Limited,equity,Australia,AUD,Materials,asx_listed,Equities
FZR.AX,Fitzroy River Corporation Ltd,equity,Australia,AUD,Energy,asx_listed,Equities
G11.AX,G11 Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
G1C.AX,Group One Capital Limited,equity,Australia,AUD,Real Estate,asx_listed,Equities
G50.AX,G50 Corp Limited,equity,Australia,AUD,Materials,asx_listed,Equities
G6M.AX,Group 6 Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
G88.AX,Golden Mile Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
GA8.AX,Goldarc Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GAL.AX,Galileo Mining Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
GAP.AX,Gale Pacific Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
GAS.AX,State Gas Limited,equity,Australia,AUD,Energy,asx_listed,Equities
GBE.AX,Globe Metals & Mining Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GBL.AX,Great Bear Exploration Ltd,equity,Australia,AUD,Energy,asx_listed,Equities
GBM.AX,Gbm Resources Limited.,equity,Australia,AUD,Materials,asx_listed,Equities
GBR.AX,Great Boulder Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GC1.AX,Glennon Small Companies Limited,equity,Australia,AUD,,asx_listed,Equities
GCI.AX,Gryphon Capital Income Trust,equity,Australia,AUD,,asx_listed,Equities
GCM.AX,Gcm Corporation Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GCR.AX,Golden Cross Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
GDF.AX,Garda Property Group,equity,Australia,AUD,Real Estate,asx_listed,Equities
GDG.AX,Generation Development Group Limited,equity,Australia,AUD,Financials,asx_listed,Equities
GDI.AX,Gdi Property Group,equity,Australia,AUD,Real Estate,asx_listed,Equities
GDM.AX,Great Divide Mining Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
GDR.AX,Golden Dragon Mining Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
GED.AX,Golden Deeps Limited.,equity,Australia,AUD,Materials,asx_listed,Equities
GEM.AX,G8 Education Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
GEN.AX,Genmin Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GES.AX,Genesis Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GFL.AX,Global Masters Fund Limited,equity,Australia,AUD,,asx_listed,Equities
GG1.AX,Green & Gold Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GG8.AX,Gorilla Gold Mines Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
GGE.AX,Grand Gulf Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
GGM.AX,Global Gold Mining Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GGP.AX,Greatland Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GGR.AX,Golden Globe Resources Ltd.,equity,Australia,AUD,Materials,asx_listed,Equities
GHM.AX,Golden Horse Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GHY.AX,Gold Hydrogen Limited,equity,Australia,AUD,Energy,asx_listed,Equities
GIB.AX,Gibb River Diamonds Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GL1.AX,Global Lithium Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GLB.AX,Globe International Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
GLE.AX,Glg Corp Ltd,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
GLF.AX,Gemlife Communities Group,equity,Australia,AUD,Real Estate,asx_listed,Equities
GLH.AX,Global Health Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
GLL.AX,Galilee Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
GLN.AX,Galan Lithium Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GLS.AX,L1 Global Long Short Fund Limited,equity,Australia,AUD,,asx_listed,Equities
GMD.AX,Genesis Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GMG.AX,Goodman Group,equity,Australia,AUD,Real Estate,asx_listed,Equities
GML.AX,Gateway Mining Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GMN.AX,Gold Mountain Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GNC.AX,Graincorp Limited,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
GNE.AX,Genesis Energy Limited,equity,Australia,AUD,Utilities,asx_listed,Equities
GNG.AX,Gr Engineering Services Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GNM.AX,Great Northern Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GNP.AX,Genusplus Group Ltd,equity,Australia,AUD,Industrials,asx_listed,Equities
GOW.AX,Gowing Bros Limited,equity,Australia,AUD,Financials,asx_listed,Equities
GOZ.AX,Growthpoint Properties Australia,equity,Australia,AUD,Real Estate,asx_listed,Equities
GPR.AX,Geopacific Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
GPT.AX,Gpt Group,equity,Australia,AUD,Real Estate,asx_listed,Equities
GQG.AX,Gqg Partners Inc.,equity,Australia,AUD,Financials,asx_listed,Equities
GR8.AX,Great Dirt Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
GRE.AX,Greentech Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GRR.AX,Grange Resources Limited.,equity,Australia,AUD,Materials,asx_listed,Equities
GRS.AX,Gwardar Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GRV.AX,Greenvale Energy Ltd,equity,Australia,AUD,Energy,asx_listed,Equities
GRX.AX,Greenx Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GSM.AX,Golden State Mining Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GSN.AX,Great Southern Mining Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GSS.AX,Genetic Signatures Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
GT1.AX,Green Technology Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GT3.AX,Green360 Technologies Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GTE.AX,Great Western Exploration Limited.,equity,Australia,AUD,Materials,asx_listed,Equities
GTG.AX,Genetic Technologies Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
GTI.AX,Gratifii Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
GTK.AX,Gentrack Group Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
GTN.AX,Gtn Limited,equity,Australia,AUD,Communication Services,asx_listed,Equities
GUL.AX,Gullewa Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GUM.AX,Gumtree Australia Markets Limited,equity,Australia,AUD,Communication Services,asx_listed,Equities
GVF.AX,Staude Capital Global Value Fund Limited,equity,Australia,AUD,,asx_listed,Equities
GW1.AX,Greenwing Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
GWA.AX,Gwa Group Limited.,equity,Australia,AUD,Industrials,asx_listed,Equities
GWR.AX,Gwr Group Limited,equity,Australia,AUD,Materials,asx_listed,Equities
GYG.AX,Guzman Y Gomez Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
H2G.AX,H2G Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
H3E.AX,H3 Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
HAL.AX,Halo Technologies Holdings Ltd,equity,Australia,AUD,Financials,asx_listed,Equities
HAR.AX,Haranga Resources Limited.,equity,Australia,AUD,Materials,asx_listed,Equities
HAS.AX,Hastings Technology Metals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
HAV.AX,Havilah Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
HAW.AX,Hawthorn Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
HCF.AX,H&G High Conviction Limited,equity,Australia,AUD,,asx_listed,Equities
HCH.AX,Hot Chili Limited,equity,Australia,AUD,Materials,asx_listed,Equities
HCL.AX,Highcom Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
HCT.AX,Holista Colltech Limited,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
HCW.AX,Healthco Healthcare And Wellness Reit,equity,Australia,AUD,Real Estate,asx_listed,Equities
HDN.AX,Homeco Daily Needs Reit,equity,Australia,AUD,Real Estate,asx_listed,Equities
HE8.AX,Helios Energy Ltd,equity,Australia,AUD,Energy,asx_listed,Equities
HFR.AX,Highfield Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
HFY.AX,Hubify Limited,equity,Australia,AUD,Communication Services,asx_listed,Equities
HGH.AX,Heartland Group Holdings Limited,equity,Australia,AUD,Financials,asx_listed,Equities
HIO.AX,Hawsons Iron Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
HIQ.AX,Hitiq Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
HIT.AX,Hitech Group Australia Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
HLI.AX,Helia Group Limited,equity,Australia,AUD,Financials,asx_listed,Equities
HLO.AX,Helloworld Travel Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
HLS.AX,Healius Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
HLX.AX,Helix Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
HM1.AX,Hearts And Minds Investments Limited,equity,Australia,AUD,,asx_listed,Equities
HMC.AX,Hmc Capital Limited,equity,Australia,AUD,Financials,asx_listed,Equities
HMD.AX,Heramed Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
HMG.AX,Hamelin Gold Limited,equity,Australia,AUD,Materials,asx_listed,Equities
HMI.AX,Hiremii Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
HMX.AX,Hammer Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
HMY.AX,Harmoney Corp Limited,equity,Australia,AUD,Financials,asx_listed,Equities
HOR.AX,Horseshoe Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
HPC.AX,The Hydration Pharmaceuticals Company Limited,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
HPG.AX,Hipages Group Holdings Ltd,equity,Australia,AUD,Communication Services,asx_listed,Equities
HPR.AX,High Peak Royalties Limited,equity,Australia,AUD,Energy,asx_listed,Equities
HRE.AX,Heavy Rare Earths Limited,equity,Australia,AUD,Materials,asx_listed,Equities
HRN.AX,Horizon Gold Limited,equity,Australia,AUD,Materials,asx_listed,Equities
HSN.AX,Hansen Technologies Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
HT8.AX,Harris Technology Group Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
HTM.AX,High-Tech Metals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
HUB.AX,Hub24 Limited,equity,Australia,AUD,Financials,asx_listed,Equities
HUM.AX,Humm Group Limited,equity,Australia,AUD,Financials,asx_listed,Equities
HVN.AX,Harvey Norman Holdings Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
HVY.AX,Heavy Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
HWK.AX,Hawk Resources Limited.,equity,Australia,AUD,Materials,asx_listed,Equities
HXL.AX,Hexima Limited.,equity,Australia,AUD,Health Care,asx_listed,Equities
HYD.AX,Hydrix Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
HYT.AX,Hyterra Ltd,equity,Australia,AUD,Energy,asx_listed,Equities
HZN.AX,Horizon Oil Limited,equity,Australia,AUD,Energy,asx_listed,Equities
HZR.AX,Hazer Group Limited,equity,Australia,AUD,Materials,asx_listed,Equities
I88.AX,Infini Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
IAG.AX,Insurance Australia Group Limited,equity,Australia,AUD,Financials,asx_listed,Equities
IAM.AX,Income Asset Management Group Limited.,equity,Australia,AUD,Financials,asx_listed,Equities
IBC.AX,Ironbark Balanced Income Limited,equity,Australia,AUD,,asx_listed,Equities
IBR.AX,Iron Bear Resources Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
IBX.AX,Imagion Biosystems Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
ICE.AX,Icetana Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
ICL.AX,Iceni Gold Limited,equity,Australia,AUD,Materials,asx_listed,Equities
ICR.AX,Intelicare Holdings Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
ICU.AX,Investor Centre Limited,equity,Australia,AUD,Financials,asx_listed,Equities
ID8.AX,Identitii Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
IDA.AX,Indiana Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
IDT.AX,Idt Australia Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
IDX.AX,Integral Diagnostics Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
IEL.AX,Idp Education Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
IEQ.AX,International Equities Corporation Limited.,equity,Australia,AUD,Real Estate,asx_listed,Equities
IFG.AX,Infocus Group Holdings Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
IFN.AX,Infragreen Group Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
IFT.AX,Infratil Limited.,equity,Australia,AUD,Industrials,asx_listed,Equities
IG6.AX,International Graphite Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
IGL.AX,Ive Group Limited,equity,Australia,AUD,Communication Services,asx_listed,Equities
IGN.AX,Ignite Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
IGO.AX,Igo Limited,equity,Australia,AUD,Materials,asx_listed,Equities
IIQ.AX,Inoviq Ltd,equity,Australia,AUD,Health Care,asx_listed,Equities
IKE.AX,Ikegps Group Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
ILA.AX,Island Pharmaceuticals Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
ILT.AX,Iltani Resources Limited.,equity,Australia,AUD,Materials,asx_listed,Equities
ILU.AX,Iluka Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
IMA.AX,Image Resources Nl,equity,Australia,AUD,Materials,asx_listed,Equities
IMB.AX,Intelligent Monitoring Group Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
IMC.AX,Immuron Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
IMD.AX,Imdex Limited,equity,Australia,AUD,Materials,asx_listed,Equities
IME.AX,Imexhs Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
IMI.AX,Infinity Mining Limited,equity,Australia,AUD,Materials,asx_listed,Equities
IMM.AX,Immutep Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
IMR.AX,Imricor Medical Systems Inc.,equity,Australia,AUD,Health Care,asx_listed,Equities
IMU.AX,Imugene Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
INA.AX,Ingenia Communities Group,equity,Australia,AUD,Real Estate,asx_listed,Equities
IND.AX,Industrial Minerals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
INF.AX,Infinity Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
ING.AX,Inghams Group Limited,equity,Australia,AUD,Consumer Staples,asx_listed,Equities
INR.AX,Ioneer Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
INV.AX,Investsmart Group Limited,equity,Australia,AUD,Financials,asx_listed,Equities
IOD.AX,Iodm Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
ION.AX,Iondrive Limited,equity,Australia,AUD,Materials,asx_listed,Equities
IOV.AX,Ion Video Ltd,equity,Australia,AUD,Information Technology,asx_listed,Equities
IPC.AX,Imperial Pacific Limited,equity,Australia,AUD,Financials,asx_listed,Equities
IPD.AX,Impedimed Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
IPG.AX,Ipd Group Ltd,equity,Australia,AUD,Industrials,asx_listed,Equities
IPH.AX,Iph Limited,equity,Australia,AUD,Industrials,asx_listed,Equities
IPT.AX,Impact Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
IPTN.AX,Impact Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
IPX.AX,Iperionx Limited,equity,Australia,AUD,Materials,asx_listed,Equities
IRD.AX,Iron Road Limited,equity,Australia,AUD,Materials,asx_listed,Equities
IRE.AX,Iress Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
IRI.AX,Integrated Research Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
IS3.AX,I Synergy Group Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
ITM.AX,Itech Minerals Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
ITS.AX,Infotrust Ltd,equity,Australia,AUD,Information Technology,asx_listed,Equities
IVG.AX,Invert Graphite Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
IVR.AX,Investigator Silver Limited,equity,Australia,AUD,Materials,asx_listed,Equities
IVX.AX,Invion Limited,equity,Australia,AUD,Health Care,asx_listed,Equities
IVZ.AX,Invictus Energy Ltd,equity,Australia,AUD,Energy,asx_listed,Equities
IXC.AX,Invex Therapeutics Ltd,equity,Australia,AUD,Health Care,asx_listed,Equities
IXR.AX,Ionic Rare Earths Limited,equity,Australia,AUD,Materials,asx_listed,Equities
JAL.AX,Jameson Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
JAN.AX,Janison Education Group Limited,equity,Australia,AUD,Information Technology,asx_listed,Equities
JAT.AX,Jatcorp Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
JAV.AX,Javelin Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
JBH.AX,Jb Hi-Fi Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
JCS.AX,Jcurve Solutions Ltd,equity,Australia,AUD,Information Technology,asx_listed,Equities
JDO.AX,Judo Capital Holdings Limited,equity,Australia,AUD,Financials,asx_listed,Equities
JGH.AX,Jade Gas Holdings Limited,equity,Australia,AUD,Materials,asx_listed,Equities
JHX.AX,James Hardie Industries Plc,equity,Australia,AUD,Materials,asx_listed,Equities
JIN.AX,Jumbo Interactive Limited,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
JLL.AX,Jindalee Lithium Limited,equity,Australia,AUD,Materials,asx_listed,Equities
JMS.AX,Jupiter Mines Limited.,equity,Australia,AUD,Materials,asx_listed,Equities
JNO.AX,Juno Minerals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
JNS.AX,Janus Electric Holdings Limited,equity,Australia,AUD,Utilities,asx_listed,Equities
JPR.AX,Jupiter Energy Limited,equity,Australia,AUD,Energy,asx_listed,Equities
JYC.AX,Joyce Corporation Ltd,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
KAL.AX,Kalgoorlie Gold Mining Limited,equity,Australia,AUD,Materials,asx_listed,Equities
KAM.AX,K2 Asset Management Holdings Ltd,equity,Australia,AUD,Financials,asx_listed,Equities
KAN.AX,Kantra Copper Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
KAO.AX,Kaoko Metals Limited,equity,Australia,AUD,Materials,asx_listed,Equities
KAR.AX,Karoon Energy Ltd,equity,Australia,AUD,Energy,asx_listed,Equities
KAT.AX,Katana Capital Limited,equity,Australia,AUD,,asx_listed,Equities
KAU.AX,Kaiser Reef Limited,equity,Australia,AUD,Materials,asx_listed,Equities
KCC.AX,Kincora Copper Limited,equity,Australia,AUD,Materials,asx_listed,Equities
KCN.AX,Kingsgate Consolidated Limited.,equity,Australia,AUD,Materials,asx_listed,Equities
KEY.AX,Key Petroleum Limited,equity,Australia,AUD,Energy,asx_listed,Equities
KFM.AX,Kingfisher Mining Ltd,equity,Australia,AUD,Materials,asx_listed,Equities
KGL.AX,Kgl Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
KGN.AX,Kogan.Com Ltd,equity,Australia,AUD,Consumer Discretionary,asx_listed,Equities
KIT.AX,Kapstream Investment Trust,equity,Australia,AUD,,asx_listed,Equities
KKC.AX,Kkr Credit Income Fund,equity,Australia,AUD,,asx_listed,Equities
KKO.AX,Kinetiko Energy Ltd,equity,Australia,AUD,Energy,asx_listed,Equities
KLI.AX,Killi Resources Limited,equity,Australia,AUD,Materials,asx_listed,Equities
